Gap ID,Priority,Status,Gap lane,Gap title,Section order,Section,Item type,Item ID,Compiler #,Chapter or lane,Date,Title,NAID or targets,Source pool,Pages,Access or status,Issue,Closure question,Next action,Catalog URL,PDF URL
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,2,Confirmed chronology anchor,Confirmed record,470426240-nsc-dc-meeting-october-9-1990-re-pakistan,2.023,Pakistan,1990-10-09,"NSC/DC Meeting - October 9, 1990 Re: Pakistan",470426240; CF01625-029,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-029,81 pages,Restricted - Possibly,catalog-derived-source-note; declassification-review,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?",Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470426240,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-029.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,2,Confirmed chronology anchor,Confirmed record,bush-library-428082145,4.006,Regional,1992-03-19,Memorandum of Conversation,428082145; [Memorandum of Conversations (Memcons)-January 1992-June 1992]: March 1992,Records of the National Security Council (George H. W. Bush Administration) | Presidential Memcon Files | [Memorandum of Conversations (Memcons)-January 1992-June 1992]: March 1992,6 pages,Full,catalog-derived-source-note,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/428082145,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-03-19--Zia.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,3,Potential lead to screen,Potential lead,catalog-lead-470426597,,Afghanistan,1989-01-01,Working Files - Afghanistan 1989-1992 [2],470426597,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Working Files | Richard N. Haass' Working Files | NAID 470426597,,High; High-priority source review lead; Online object available,High-priority source review lead,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.",https://catalog.archives.gov/id/470426597,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/working_2554877/41-bpr-nsc-haass_working-cf01304-011.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,3,Potential lead to screen,Potential lead,catalog-lead-470426255,,Afghanistan,1989-01-20,Afghanistan - Charles,470426255,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426255,,High; High-priority source review lead; Online object available,High-priority source review lead,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.",https://catalog.archives.gov/id/470426255,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01447-013.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Potential lead,470426597,,Afghanistan,1989-01-01,Working Files - Afghanistan 1989-1992 [2],470426597,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Working Files | Richard N. Haass' Working Files | NAID 470426597 | 41-bpr-nsc-haass_working-cf01304-011.pdf,,Restricted - Possibly; Online object available,critical gap target; high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Prioritize Haass Working Files 470426597, Haass Meeting File 470426255, Mojaddedi 470426381, Bangladesh Zia 428082145, and Pakistan nuclear meeting files 470426231, 470426238, and 470426240.",https://catalog.archives.gov/id/470426597,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/working_2554877/41-bpr-nsc-haass_working-cf01304-011.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Potential lead,645607685,,Afghanistan,1989-01-20,Afghanistan,645607685,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607685 | 41-bpr-dhm-cheney-country-31827-001.pdf,,Unrestricted; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/645607685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31827-001.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Potential lead,470426255,,Afghanistan,1989-01-20,Afghanistan - Charles,470426255,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426255 | 41-bpr-nsc-haass_meeting-cf01447-013.pdf,,Restricted - Possibly; Online object available,critical gap target; high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Prioritize Haass Working Files 470426597, Haass Meeting File 470426255, Mojaddedi 470426381, Bangladesh Zia 428082145, and Pakistan nuclear meeting files 470426231, 470426238, and 470426240.",https://catalog.archives.gov/id/470426255,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01447-013.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Potential lead,645607321,,Afghanistan,1989-01-20,Afghanistan [1],645607321,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607321 | 41-bpr-dhm-cheney-country-31812-001.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/645607321,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31812-001.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Potential lead,645607323,,Afghanistan,1989-01-20,Afghanistan [2],645607323,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645607323 | 41-bpr-dhm-cheney-country-31812-002.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/645607323,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31812-002.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Potential lead,645608041,,Regional,1989-01-20,Bangladesh,645608041,Cheney collection | Richard Cheney Collection | Country Files | Country Files | NAID 645608041 | 41-bpr-dhm-cheney-country-31842-009.pdf,,Restricted - Partly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/645608041,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31842-009.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Potential lead,470426145,,Regional,1989-01-20,Letters on Kashmir,470426145,NSC files | Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Correspondence Files | Richard N. Haass' Correspondence Files | NAID 470426145 | 41-bpr-nsc-haass_correspondence-cf01479-008.pdf,,Restricted - Possibly; Online object available,high-priority gap target; promotion requires PDF screening; folder or staff-file source pool; catalog-derived title/source note; page count unresolved,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Search India with Rao, Venkataraman, Gandhi, Shankar, Kashmir, nuclear, nonproliferation, economic reform, trade, and defense terms.",https://catalog.archives.gov/id/470426145,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/correspondence_2554865/41-bpr-nsc-haass_correspondence-cf01479-008.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Potential lead,286185941,,Regional,1989-01-20,"Milam, William - AMB to Bangladesh",286185941,Catalog lead | Records of the White House Office of Presidential Personnel (George H. W. Bush Administration) | Katja Bullock Appointment Files | Katja Bullock Appointment Files | NAID 286185941 | 41-bpr-pers-bullock-appt-07091-008.pdf,,Restricted - Possibly; Online object available,high-priority gap target; catalog-derived title/source note; page count unresolved,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, identify policy-bearing pages, assign page boundaries, and record promote/exclude/cite-only rationale. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/286185941,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/foia/2000/Batch0001/41-bpr-pers-bullock-appt-07091-008.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Confirmed record,446394923,1.001,Afghanistan,1989-02-07,"NSR-1 - February 07, 1989 - Afghanistan",446394923; 90006-001,H-Files - National Security Review (NSR) Files | Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Review (NSR) Files | 90006-001 | 41-bpr-nsc-hfiles-nsr-1-90006-001.pdf,30 pages,Restricted - Possibly,high-priority gap target; folder or staff-file source pool; access review affects selection; large PDF extent; source page range not fixed; catalog-derived title/source note,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/446394923,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-1-90006-001.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Confirmed record,470760975,1.002,Afghanistan,1989-02-08,"NSC/DC 001 - February 08, 1989 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan",470760975; 90009-001,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90009-001 | 41-bpr-nsc-hfiles-dc_mtgs-1-90009-001.pdf,52 pages,Restricted - Possibly,high-priority gap target; folder or staff-file source pool; access review affects selection; large PDF extent; source page range not fixed; catalog-derived title/source note,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/470760975,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-1-90009-001.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Confirmed record,470760885,1.003,Afghanistan,1989-02-10,"NSC0001 - February 10, 1989 - Afghanistan",470760885; 90000-001,H-Files - National Security Council (NSC) Meeting Files | Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC) Meeting Files | 90000-001 | 41-bpr-nsc-hfiles-nsc_mtgs-1-90000-001.pdf,20 pages,Restricted - Possibly,high-priority gap target; folder or staff-file source pool; access review affects selection; large PDF extent; source page range not fixed; catalog-derived title/source note,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/470760885,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-1-90000-001.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Confirmed record,446396813,1.004,Afghanistan,1989-02-13,"NSD-3 - February 13, 1989 - U.S. Policy toward Afghanistan (File located @ LM)",446396813; 90003-004,H-Files - National Security Directive (NSD) Files | Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Directive (NSD) Files | 90003-004 | 41-bpr-nsc-hfiles-nsd-3-90003-004.pdf,52 pages,Restricted - Possibly,high-priority gap target; folder or staff-file source pool; access review affects selection; large PDF extent; source page range not fixed; catalog-derived title/source note,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/446396813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-3-90003-004.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Confirmed record,470760979,1.006,Afghanistan,1989-03-08,"NSC/DC 005 - March 08, 1989 - NSC/DC Meeting on Non-Lethal Finding and Transfer of Funds re: Afghanistan, Keywords: Afghanistan",470760979; 90009-005,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90009-005 | 41-bpr-nsc-hfiles-dc_mtgs-5-90009-005.pdf,6 pages,Restricted - Possibly,high-priority gap target; folder or staff-file source pool; access review affects selection; source page range not fixed; catalog-derived title/source note,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/470760979,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-5-90009-005.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Confirmed record,470760888,1.007,Afghanistan,1989-03-14,"NSC0004 - March 14, 1989 - Panama, Nicaragua, Afghanistan (File located @ LM)",470760888; 90000-004,H-Files - National Security Council (NSC) Meeting Files | Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC) Meeting Files | 90000-004 | 41-bpr-nsc-hfiles-nsc_mtgs-4-90000-004.pdf,1 page,Restricted - Possibly,high-priority gap target; folder or staff-file source pool; access review affects selection; source page range not fixed; catalog-derived title/source note,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/470760888,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-4-90000-004.pdf
gap-haass-page-level-extraction,Critical,Partly remediated,Source Extraction,Recover page-level boundaries in Haass and meeting-file PDFs,4,Page-boundary pull,Confirmed record,446396815,1.008,Afghanistan,1989-03-18,"NSD-5 - March 18, 1989 - Legislation to Authorize the Transfer of Funds to the Agency for International Development (AID) for Humanitarian Assistance to Afghanistan (File located @ LM)",446396815; 90003-006,H-Files - National Security Directive (NSD) Files | Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Directive (NSD) Files | 90003-006 | 41-bpr-nsc-hfiles-nsd-5-90003-006.pdf,43 pages,Restricted - Possibly,high-priority gap target; folder or staff-file source pool; access review affects selection; large PDF extent; source page range not fixed; catalog-derived title/source note,"Have exact item boundaries, title, pages, access posture, and source-note wording been fixed for every selected document?","Open the PDF, verify item-level page boundaries and title, then update source note or decision log if the folder contains multiple documents. Gap cue: Review Afghanistan files 645607685, 645607321, and 645607323.",https://catalog.archives.gov/id/446396815,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-5-90003-006.pdf
